logged_at_utc,position_id,coin,size,period_hours,hl_funding_actual_usd,mexc_funding_actual_usd,total_funding_actual_usd,total_funding_theoretical_usd,accuracy_pct,entry_fees_usd,slippage_usd,net_pnl_usd,annualized_apy_pct,hl_wallet
2026-04-09 03:24:40,POS-001,ETH,0.2491,3.56,0.011033,0.0,0.011033,0.020053,55.02,0.46,0.0,0.244993,5.37,0xA3E3B7...
2026-04-09 05:55:38,POS-001,ETH,0.2491,2.52,0.003731,0.0,0.003731,0.013568,27.5,0.46,0.0,0.248724,2.57,0xA3E3B7...
2026-04-09 07:53:27,POS-001,ETH,0.2491,1.96,0.011614,0.0,0.011614,0.010589,109.68,0.46,0.0,0.260338,10.25,0xA3E3B7...
2026-04-09 09:22:16,POS-001,ETH,0.2491,1.48,0.004499,0.0,0.004499,0.007781,57.82,0.46,0.0,0.264837,5.27,0xA3E3B7...
2026-04-09 11:14:26,POS-001,ETH,0.2491,1.87,0.003251,0.0,0.003251,0.009691,33.55,0.46,0.0,0.268088,3.01,0xA3E3B7...
2026-04-09 14:08:51,POS-001,ETH,0.2491,2.91,-0.006053,0.0,-0.006053,0.013145,-46.05,0.46,0.0,0.262035,-3.61,0xA3E3B7...
2026-04-09 15:53:00,POS-001,ETH,0.2491,1.74,0.006781,0.0,0.006781,0.00785,86.38,0.46,0.0,0.268816,6.77,0xA3E3B7...
2026-04-09 17:19:04,POS-001,ETH,0.2491,1.43,0.013782,0.0,0.013782,0.006289,219.15,0.46,0.0,0.282598,16.65,0xA3E3B7...
2026-04-09 19:23:25,POS-001,ETH,0.2491,2.07,0.011013,0.0,0.011013,0.008866,124.22,0.46,0.0,0.293611,9.21,0xA3E3B7...
2026-04-09 21:00:55,POS-001,ETH,0.2491,1.63,0.013792,0.0,0.013792,0.006951,198.41,0.46,0.0,0.307403,14.71,0xA3E3B7...
2026-04-09 21:55:16,POS-001,ETH,0.2491,0.91,0,0.0,0.0,0.003875,0.0,0.46,0.0,0.307403,0.0,0xA3E3B7...
2026-04-09 22:57:12,POS-001,ETH,0.2491,1.03,0.006883,0.0,0.006883,0.004416,155.86,0.46,0.0,0.314286,11.56,0xA3E3B7...
2026-04-09 23:51:02,POS-001,ETH,0.2491,0.9,0.006843,0.0,0.006843,0.003822,179.06,0.46,0.0,0.321129,13.22,0xA3E3B7...
2026-04-10 03:36:44,POS-001,ETH,0.2491,3.76,0.022811,0.0,0.022811,0.015566,146.54,0.46,0.0,0.34394,10.51,0xA3E3B7...
2026-04-10 06:05:34,POS-001,ETH,0.2491,2.48,0.017988,0.0,0.017988,0.010265,175.24,0.46,0.0,0.361928,12.57,0xA3E3B7...
2026-04-10 07:56:46,POS-001,ETH,0.2491,1.85,0.006807,0.0,0.006807,0.007669,88.76,0.46,0.0,0.368735,6.37,0xA3E3B7...
2026-04-10 09:22:20,POS-001,ETH,0.2491,1.43,0.013592,0.0,0.013592,0.005901,230.32,0.46,0.0,0.382327,16.52,0xA3E3B7...
2026-04-10 11:09:29,POS-001,ETH,0.2491,1.79,0,0.0,0.0,0.007391,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 11:58:51,POS-001,ETH,0.2491,0.82,0,0.0,0.0,0.003405,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 13:45:01,POS-001,ETH,0.2491,1.77,0,0.0,0.0,0.007322,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 15:02:12,POS-001,ETH,0.2491,1.29,0,0.0,0.0,0.005323,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 16:04:14,POS-001,ETH,0.2491,1.03,0,0.0,0.0,0.004181,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 17:03:13,POS-001,ETH,0.2491,0.98,0,0.0,0.0,0.004029,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 17:57:45,POS-001,ETH,0.2491,0.91,0,0.0,0.0,0.003783,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 19:09:06,POS-001,ETH,0.2491,1.19,0,0.0,0.0,0.005165,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 19:52:18,POS-001,ETH,0.2491,0.72,0,0.0,0.0,0.003213,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 20:52:05,POS-001,ETH,0.2491,1.0,0,0.0,0.0,0.004345,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 21:52:02,POS-001,ETH,0.2491,1.0,0,0.0,0.0,0.004437,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 22:52:32,POS-001,ETH,0.2491,1.01,0,0.0,0.0,0.004495,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-10 23:48:46,POS-001,ETH,0.2491,0.94,0,0.0,0.0,0.004667,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 03:15:50,POS-001,ETH,0.2491,3.45,0,0.0,0.0,0.017149,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 05:38:00,POS-001,ETH,0.2491,2.37,0,0.0,0.0,0.01147,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 07:14:59,POS-001,ETH,0.2491,1.62,0,0.0,0.0,0.007516,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 08:58:28,POS-001,ETH,0.2491,1.72,0,0.0,0.0,0.007827,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 09:54:35,POS-001,ETH,0.2491,0.94,0,0.0,0.0,0.004263,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 10:52:35,POS-001,ETH,0.2491,0.97,0,0.0,0.0,0.004277,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 11:40:17,POS-001,ETH,0.2491,0.8,0,0.0,0.0,0.003388,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 13:20:06,POS-001,ETH,0.2491,1.66,0,0.0,0.0,0.006615,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 14:50:52,POS-001,ETH,0.2491,1.51,0,0.0,0.0,0.005869,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 15:45:34,POS-001,ETH,0.2491,0.91,0,0.0,0.0,0.003574,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 16:52:32,POS-001,ETH,0.2491,1.12,0,0.0,0.0,0.004461,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 17:46:29,POS-001,ETH,0.2491,0.9,0,0.0,0.0,0.00368,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 19:02:24,POS-001,ETH,0.2491,1.27,0,0.0,0.0,0.005327,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 19:46:28,POS-001,ETH,0.2491,0.73,0,0.0,0.0,0.003166,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 20:49:06,POS-001,ETH,0.2491,1.04,0,0.0,0.0,0.004719,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 21:46:18,POS-001,ETH,0.2491,0.95,0,0.0,0.0,0.00434,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 22:48:48,POS-001,ETH,0.2491,1.04,0,0.0,0.0,0.004971,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-11 23:48:35,POS-001,ETH,0.2491,1.0,0,0.0,0.0,0.00502,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 03:41:58,POS-001,ETH,0.2491,3.89,0,0.0,0.0,0.01945,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 06:01:27,POS-001,ETH,0.2491,2.32,0,0.0,0.0,0.011178,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 07:41:34,POS-001,ETH,0.2491,1.67,0,0.0,0.0,0.00754,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 09:01:58,POS-001,ETH,0.2491,1.34,0,0.0,0.0,0.006252,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 09:56:28,POS-001,ETH,0.2491,0.91,0,0.0,0.0,0.00432,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 10:55:47,POS-001,ETH,0.2491,0.99,0,0.0,0.0,0.004576,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 11:46:11,POS-001,ETH,0.2491,0.84,0,0.0,0.0,0.003475,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 13:22:39,POS-001,ETH,0.2491,1.61,0,0.0,0.0,0.0052,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 14:54:26,POS-001,ETH,0.2491,1.53,0,0.0,0.0,0.003193,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 15:49:49,POS-001,ETH,0.2491,0.92,0,0.0,0.0,0.001069,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 16:55:03,POS-001,ETH,0.2491,1.09,0,0.0,0.0,0.000716,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 17:49:40,POS-001,ETH,0.2491,0.91,0,0.0,0.0,0.000285,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 19:04:57,POS-001,ETH,0.2491,1.25,0,0.0,0.0,0.000691,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 19:48:49,POS-001,ETH,0.2491,0.73,0,0.0,0.0,0.000202,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 20:50:28,POS-001,ETH,0.2491,1.03,0,0.0,0.0,-0.000394,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 21:48:40,POS-001,ETH,0.2491,0.97,0,0.0,0.0,-0.000944,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 22:51:32,POS-001,ETH,0.2491,1.05,0,0.0,0.0,-0.001742,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-12 23:49:22,POS-001,ETH,0.2491,0.96,0,0.0,0.0,-0.001243,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 03:49:16,POS-001,ETH,0.2491,4.0,0,0.0,0.0,0.000492,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 06:25:00,POS-001,ETH,0.2491,2.6,0,0.0,0.0,0.000966,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 09:07:59,POS-001,ETH,0.2491,2.72,0,0.0,0.0,0.002807,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 10:54:37,POS-001,ETH,0.2491,1.78,0,0.0,0.0,0.002947,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 12:08:55,POS-001,ETH,0.2491,1.24,0,0.0,0.0,0.002543,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 14:06:07,POS-001,ETH,0.2491,1.95,0,0.0,0.0,0.004679,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 15:41:55,POS-001,ETH,0.2491,1.6,0,0.0,0.0,0.003967,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 17:17:13,POS-001,ETH,0.2491,1.59,0,0.0,0.0,0.004545,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 19:36:32,POS-001,ETH,0.2491,2.32,0,0.0,0.0,0.008742,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 21:09:36,POS-001,ETH,0.2491,1.55,0,0.0,0.0,0.005991,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 22:00:56,POS-001,ETH,0.2491,0.86,0,0.0,0.0,0.003211,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 22:58:58,POS-001,ETH,0.2491,0.97,0,0.0,0.0,0.003735,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-13 23:55:38,POS-001,ETH,0.2491,0.94,0,0.0,0.0,0.003707,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 03:37:18,POS-001,ETH,0.2491,3.69,0,0.0,0.0,0.015046,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 06:07:38,POS-001,ETH,0.2491,2.51,0,0.0,0.0,0.007685,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 08:01:50,POS-001,ETH,0.2491,1.9,0,0.0,0.0,0.005756,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 09:46:04,POS-001,ETH,0.2491,1.74,0,0.0,0.0,0.005141,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 11:16:29,POS-001,ETH,0.2491,1.51,0,0.0,0.0,0.003744,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 14:07:47,POS-001,ETH,0.2491,2.86,0,0.0,0.0,0.003985,0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 15:22:51,POS-001,ETH,0.2491,1.25,0,0.0,0.0,-0.001446,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 17:20:36,POS-001,ETH,0.2491,1.96,0,0.0,0.0,-0.008918,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 19:38:42,POS-001,ETH,0.2491,2.3,0,0.0,0.0,-0.01732,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 21:04:59,POS-001,ETH,0.2491,1.44,0,0.0,0.0,-0.013235,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 22:59:38,POS-001,ETH,0.2491,1.91,0,0.0,0.0,-0.01995,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-14 23:55:23,POS-001,ETH,0.2491,0.93,0,0.0,0.0,-0.010355,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 03:35:59,POS-001,ETH,0.2491,3.68,0,0.0,0.0,-0.038437,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 06:07:23,POS-001,ETH,0.2491,2.52,0,0.0,0.0,-0.022137,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 08:02:47,POS-001,ETH,0.2491,1.92,0,0.0,0.0,-0.015422,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 09:46:16,POS-001,ETH,0.2491,1.72,0,0.0,0.0,-0.011645,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 11:13:23,POS-001,ETH,0.2491,1.45,0,0.0,0.0,-0.008919,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 14:01:28,POS-001,ETH,0.2491,2.8,0,0.0,0.0,-0.016175,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 15:18:49,POS-001,ETH,0.2491,1.29,0,0.0,0.0,-0.006735,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 17:17:42,POS-001,ETH,0.2491,1.98,0,0.0,0.0,-0.009679,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 19:41:12,POS-001,ETH,0.2491,2.39,0,0.0,0.0,-0.012698,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 21:03:50,POS-001,ETH,0.2491,1.38,0,0.0,0.0,-0.009934,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 22:01:25,POS-001,ETH,0.2491,0.96,0,0.0,0.0,-0.00734,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 22:57:08,POS-001,ETH,0.2491,0.93,0,0.0,0.0,-0.007621,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-15 23:55:49,POS-001,ETH,0.2491,0.98,0,0.0,0.0,-0.008902,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 03:43:29,POS-001,ETH,0.2491,3.79,0,0.0,0.0,-0.044119,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 06:10:47,POS-001,ETH,0.2491,2.46,0,0.0,0.0,-0.031818,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 08:52:59,POS-001,ETH,0.2491,2.7,0,0.0,0.0,-0.032026,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 10:24:31,POS-001,ETH,0.2491,1.53,0,0.0,0.0,-0.018812,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 12:07:30,POS-001,ETH,0.2491,1.72,0,0.0,0.0,-0.021522,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 14:10:12,POS-001,ETH,0.2491,2.05,0,0.0,0.0,-0.026955,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 15:54:03,POS-001,ETH,0.2491,1.73,0,0.0,0.0,-0.022903,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 17:39:48,POS-001,ETH,0.2491,1.76,0,0.0,0.0,-0.021086,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 19:36:21,POS-001,ETH,0.2491,1.94,0,0.0,0.0,-0.020509,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 21:01:23,POS-001,ETH,0.2491,1.42,0,0.0,0.0,-0.013459,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 21:56:30,POS-001,ETH,0.2491,0.92,0,0.0,0.0,-0.007539,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 22:58:16,POS-001,ETH,0.2491,1.03,0,0.0,0.0,-0.007357,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-16 23:54:38,POS-001,ETH,0.2491,0.94,0,0.0,0.0,-0.005735,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 03:39:21,POS-001,ETH,0.2491,3.75,0,0.0,0.0,-0.004618,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 06:11:21,POS-001,ETH,0.2491,2.53,0,0.0,0.0,-1.9e-05,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 08:51:00,POS-001,ETH,0.2491,2.66,0,0.0,0.0,-0.00017,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 10:21:55,POS-001,ETH,0.2491,1.52,0,0.0,0.0,-0.001947,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 12:01:24,POS-001,ETH,0.2491,1.66,0,0.0,0.0,-0.003583,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 13:55:09,POS-001,ETH,0.2491,1.9,0,0.0,0.0,-0.006067,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 15:10:12,POS-001,ETH,0.2491,1.25,0,0.0,0.0,-0.00408,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 16:13:06,POS-001,ETH,0.2491,1.05,0,0.0,0.0,-0.004397,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 20:59:52,POS-001,ETH,0.2491,4.78,0,0.0,0.0,-0.043886,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 21:57:17,POS-001,ETH,0.2491,0.96,0,0.0,0.0,-0.009104,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 22:57:27,POS-001,ETH,0.2491,1.0,0,0.0,0.0,-0.009717,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-17 23:53:19,POS-001,ETH,0.2491,0.93,0,0.0,0.0,-0.010129,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 03:27:12,POS-001,ETH,0.2491,3.56,0,0.0,0.0,-0.043188,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 05:47:48,POS-001,ETH,0.2491,2.34,0,0.0,0.0,-0.026303,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 07:23:26,POS-001,ETH,0.2491,1.59,0,0.0,0.0,-0.017269,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 09:03:18,POS-001,ETH,0.2491,1.66,0,0.0,0.0,-0.016604,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 10:10:01,POS-001,ETH,0.2491,1.11,0,0.0,0.0,-0.01013,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 11:10:00,POS-001,ETH,0.2491,1.0,0,0.0,0.0,-0.008433,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 13:23:50,POS-001,ETH,0.2491,2.23,0,0.0,0.0,-0.017188,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 14:54:49,POS-001,ETH,0.2491,1.52,0,0.0,0.0,-0.011736,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 15:51:11,POS-001,ETH,0.2491,0.94,0,0.0,0.0,-0.007084,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 16:55:46,POS-001,ETH,0.2491,1.08,0,0.0,0.0,-0.008405,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 17:51:09,POS-001,ETH,0.2491,0.92,0,0.0,0.0,-0.006962,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 19:06:35,POS-001,ETH,0.2491,1.26,0,0.0,0.0,-0.009654,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 19:49:46,POS-001,ETH,0.2491,0.72,0,0.0,0.0,-0.005745,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 20:50:43,POS-001,ETH,0.2491,1.02,0,0.0,0.0,-0.008102,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 21:48:33,POS-001,ETH,0.2491,0.96,0,0.0,0.0,-0.00796,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 22:51:49,POS-001,ETH,0.2491,1.05,0,0.0,0.0,-0.009345,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-18 23:48:38,POS-001,ETH,0.2491,0.95,0,0.0,0.0,-0.008189,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 03:46:49,POS-001,ETH,0.2491,3.97,0,0.0,0.0,-0.033894,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 06:06:26,POS-001,ETH,0.2491,2.33,0,0.0,0.0,-0.019324,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 07:43:55,POS-001,ETH,0.2491,1.62,0,0.0,0.0,-0.013567,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 09:04:44,POS-001,ETH,0.2491,1.35,0,0.0,0.0,-0.011736,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 09:58:23,POS-001,ETH,0.2491,0.89,0,0.0,0.0,-0.007731,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 10:56:02,POS-001,ETH,0.2491,0.96,0,0.0,0.0,-0.0085,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
2026-04-19 11:48:27,POS-001,ETH,0.2491,0.87,0,0.0,0.0,-0.007698,-0.0,0.46,0.0,0.382327,0.0,0xA3E3B7...
